,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
11,global,30,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,30,predictor,all,wikitext,wikitext,wikitext,25.99073889017644,1.838984866829696,0.8789096077326775
12,global,25,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,25,predictor,all,wikitext,wikitext,wikitext,21.99672027852323,1.7824922217428432,0.8338957811979091
13,global,35,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,35,predictor,all,wikitext,wikitext,wikitext,29.96090310366802,1.888526778049354,0.9172612403759752
14,global,45,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,45,predictor,all,wikitext,wikitext,wikitext,36.70891574789889,1.961643588154342,0.9720629415003518
15,global,60,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,60,predictor,all,wikitext,wikitext,wikitext,63.87143214341038,2.17571180712712,1.1214874711269172
16,perlayer,20,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,20,predictorL,all,wikitext,wikitext,wikitext,17.712658057127285,1.7117301447710642,0.7754552779732328
17,perlayer,25,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,25,predictorL,all,wikitext,wikitext,wikitext,18.828291361779616,1.731394416545021,0.7919344121546519
18,global,55,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,55,predictor,all,wikitext,wikitext,wikitext,49.67875165285595,2.075832918868433,1.0536903276936436
19,global,50,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,50,predictor,all,wikitext,wikitext,wikitext,41.80328439112362,2.009899997586741,1.0071237220137703
20,perlayer,45,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,45,predictorL,all,wikitext,wikitext,wikitext,28.547914835517517,1.8715424727118168,0.9042277890743255
21,perlayer,35,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,35,predictorL,all,wikitext,wikitext,wikitext,21.864365920174627,1.7804816203179532,0.8322675430230745
22,perlayer,30,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,30,predictorL,all,wikitext,wikitext,wikitext,19.611836351826277,1.7446462275212835,0.8029345220829737
23,perlayer,40,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,40,predictorL,all,wikitext,wikitext,wikitext,23.594233551659475,1.8060158636234869,0.8528105651722708
24,perlayer,50,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,50,predictorL,all,wikitext,wikitext,wikitext,36.79985552591255,1.9625514478578097,0.972730474435572
25,perlayer,55,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,55,predictorL,all,wikitext,wikitext,wikitext,43.34584487470384,2.023565935849528,1.0168998585320872
26,global,20,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,20,predictorL,all,wikitext,wikitext,wikitext,17.20820115619807,1.7025062337848185,0.767660080724265
27,perlayer,60,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,60,predictorL,all,wikitext,wikitext,wikitext,65.77344960195538,2.187683815232321,1.1294042412571164
28,global,25,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,25,predictorL,all,wikitext,wikitext,wikitext,17.760456372403628,1.7125930070446649,0.776182339698573
29,global,30,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,30,predictorL,all,wikitext,wikitext,wikitext,18.619908521105664,1.7277947451177886,0.7889318414661287
30,global,35,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,35,predictorL,all,wikitext,wikitext,wikitext,20.127099630455824,1.7531278985376535,0.8099312510062459
31,global,50,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,50,predictorL,all,wikitext,wikitext,wikitext,30.74564754443129,1.8976799912965343,0.9242367289797682
32,global,55,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,55,predictorL,all,wikitext,wikitext,wikitext,37.97110087957709,1.9740840590122724,0.981183422893684
33,global,40,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,40,predictorL,all,wikitext,wikitext,wikitext,22.369833769574072,1.788107736152549,0.838433663663544
34,global,45,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,45,predictorL,all,wikitext,wikitext,wikitext,25.529275806094017,1.8328344194311157,0.874076456878489
35,global,60,fc,False,plainact,facebook/opt-1.3b,opt1.3b_checkpoints,opt1.3b_tokenizer,1,zcps/opt-1.3b/plainact_all_5.pkl,60,predictorL,all,wikitext,wikitext,wikitext,49.432857132781294,2.073907614735923,1.052351628610661
